CustomerID,Age,Gender,City,Experience,Salary,Purchased,SignupDate
0.0,0.42105263157894735,0.0,0.75,0.25,0.26529266029831344,1.0,0.0
0.002004008016032064,0.5,0.0,0.75,0.7916666666666666,0.763104700200599,1.0,0.0020242914979757085
0.004008016032064127,0.2894736842105263,1.0,1.0,0.5833333333333333,0.5148947519936481,0.0,0.004048582995951417
0.0060120240480961915,0.39473684210526316,1.0,1.0,0.41666666666666663,0.4037528924420877,0.0,0.006072874493927126
0.008016032064128256,0.605263157894737,1.0,0.75,0.29166666666666663,0.41240026400395013,1.0,0.008097165991902834
0.010020040080160319,0.4736842105263157,0.0,0.25,0.8333333333333333,0.8543635550896688,0.0,0.010121457489878543
0.012024048096192383,0.1842105263157895,1.0,0.0,0.25,0.3115100083135828,0.0,0.012145748987854251
0.014028056112224447,0.7894736842105263,0.0,0.0,0.75,0.7141529752257272,0.0,0.01417004048582996
0.01603206412825651,0.5263157894736843,1.0,1.0,0.9166666666666666,0.8735887230071714,1.0,0.016194331983805668
0.018036072144288578,0.42105263157894735,1.0,0.0,0.41666666666666663,0.5482923460588551,0.0,0.018218623481781375
0.02004008016032064,0.5789473684210527,1.0,0.75,0.41666666666666663,0.47131080944245674,0.0,0.020242914979757085
0.022044088176352703,0.9473684210526316,0.0,0.75,0.9583333333333333,0.9419810632125273,0.0,0.022267206477732795
0.02404809619238477,0.39473684210526316,0.0,1.0,0.8333333333333333,0.7939152391463529,0.0,0.024291497975708502
0.026052104208416832,0.13157894736842102,1.0,1.0,0.125,0.21500913963170049,0.0,0.02631578947368421
0.028056112224448898,0.1842105263157895,1.0,1.0,0.29166666666666663,0.37690495787651856,1.0,0.02834008097165992
0.03006012024048096,0.631578947368421,1.0,0.25,0.9583333333333333,0.910933505830647,0.0,0.03036437246963563
0.03206412825651302,0.44736842105263164,0.0,0.0,0.08333333333333333,0.10275625740744887,0.0,0.032388663967611336
0.03406813627254508,0.631578947368421,1.0,1.0,0.875,0.8873379516665235,1.0,0.03441295546558704
0.03607214428857715,0.2894736842105263,0.0,0.5,0.8333333333333333,0.7775652164551455,0.0,0.03643724696356275
0.038076152304609215,0.368421052631579,1.0,0.5,0.041666666666666664,0.22691167072754365,1.0,0.038461538461538464
0.040080160320641274,0.6578947368421053,1.0,0.75,0.9583333333333333,0.9331502863009581,1.0,0.04048582995951417
0.04208416833667334,0.6578947368421053,1.0,0.0,0.4583333333333333,0.4927448362492093,0.0,0.04251012145748988
0.044088176352705406,0.8157894736842104,1.0,1.0,0.20833333333333331,0.299336492563067,0.0,0.04453441295546559
0.046092184368737465,0.23684210526315796,1.0,0.5,0.041666666666666664,0.13896368992435498,0.0,0.0465587044534413
0.04809619238476953,0.39473684210526316,1.0,0.0,0.8333333333333333,0.7826642821925117,1.0,0.048582995951417005
0.0501002004008016,0.1578947368421053,0.0,0.75,0.0,0.5313563161026365,0.0,0.05060728744939271
0.052104208416833664,0.42105263157894735,1.0,0.25,0.4583333333333333,0.5249958242243676,1.0,0.05263157894736842
0.05410821643286572,0.5789473684210527,0.0,0.0,0.875,0.818199131050371,1.0,0.05465587044534413
0.05611222444889779,0.6578947368421053,1.0,0.0,0.4583333333333333,0.46528021945850184,0.0,0.05668016194331984
0.058116232464929855,0.5263157894736843,1.0,0.25,1.0,0.9265204719854768,0.0,0.058704453441295545
0.060120240480961915,0.5526315789473684,0.0,0.0,0.6666666666666666,0.5313563161026365,0.0,0.06072874493927126
0.06212424849699398,0.1578947368421053,1.0,0.75,0.375,0.47814813425581937,1.0,0.06275303643724696
0.06412825651302605,0.3421052631578947,0.0,0.75,0.625,0.6429440037962185,0.0,0.06477732793522267
